verbnumber,verb,wordnet_synset,example_sentence,aspectual_class,semantic_class,Event_Structure_Type
276,case,encase.v.01,my feet were encased in mud,transition,COS,CHANGE_STATE
277,cast,project.v.10,She threw the flashlight beam into the corner,transition,COS,CHANGE_STATE
277,cast,cast.v.02,cast a vote,transition,COS,NONE
277,cast,cast.v.03,He cast a young woman in the role of Desdemona,transition,COS,CHANGE_STATE
277,cast,hurl.v.01,NONE,transition,COS,NONE
277,cast,cast.v.05,Who cast this beautiful movie?,transition,COS,CHANGE_STATE
277,cast,roll.v.12,The gypsies roamed the woods,transition,COS,CHANGE_STATE
277,cast,cast.v.07,cast a bronze sculpture,transition,COS,NONE
277,cast,shed.v.01,he shed his image as a pushy boss,transition,COS,CHANGE_STATE
277,cast,draw.v.14,draw a card,process,process,MOTION
277,cast,frame.v.04,I wouldn't put it that way,transition,COS,COS_ARRIVE
277,cast,vomit.v.01,"After drinking too much, the students vomited",transition,COS,CHANGE_STATE
278,castrate,emasculate.v.01,The Senate emasculated the law,transition,COS,CHANGE_STATE
278,castrate,bowdlerize.v.01,bowdlerize a novel,transition,COS,NONE
278,castrate,emasculate.v.02,NONE,transition,COS,NONE
278,castrate,alter.v.05,Is your cat spayed?,transition,COS,CHANGE_STATE
279,catch,catch.v.01,She caught her son eating candy,transition,COS,CHANGE_STATE
279,catch,catch.v.02,I caught the aroma of coffee,transition,COS,CHANGE_STATE
279,catch,get.v.19,the rock caught her in the back of the head,transition,COP,GET
279,catch,catch.v.04,Catch the ball!,transition,COS,CHANGE_STATE
279,catch,get.v.11,We finally got the suspect,transition,COP,GET
279,catch,hitch.v.01,One foot caught in the stirrup,transition,COS,NONE
279,catch,catch.v.07,His look caught her,transition,COS,CHANGE_STATE
279,catch,capture.v.06,I caught a rabbit in the trap today,transition,COS,CHANGE_STATE
279,catch,catch.v.09,I have to catch a train at 7 o'clock,process,process,PROCESS
279,catch,catch.v.10,Catch some sleep,transition,COS,CHANGE_STATE
279,catch,overtake.v.01,The Rolls Royce caught us near the exit ramp,transition,COS,CHANGE_STATE
279,catch,catch.v.12,catch fire,transition,COS,CHANGE_STATE
279,catch,catch.v.13,She managed to catch herself before telling her boss what was on her mind,process,process,PROCESS
279,catch,catch.v.14,We overheard the conversation at the next table,state,state,STATE
279,catch,watch.v.03,view a show on television,process,process,PROCESS
279,catch,catch.v.16,I caught the hem of my dress in the brambles,transition,COS,CHANGE_STATE
279,catch,trip_up.v.01,The reporter tripped up the senator,transition,COS,NONE
279,catch,catch.v.18,did you catch that allusion?,process,process,PROCESS
279,catch,catch.v.19,did you catch a cold?,process,process,PROCESS
279,catch,catch.v.20,The fire caught,transition,COS,CHANGE_STATE
279,catch,catch.v.21,I didn't catch your name,process,process,PROCESS
279,catch,catch.v.22,She will catch hell for this behavior!,process,process,PROCESS
279,catch,capture.v.02,She captured all the men's hearts,transition,COS,CHANGE_STATE
279,catch,catch.v.24,She really caught the spirit of the place in her drawings,transition,COS,CHANGE_STATE
279,catch,catch.v.25,We have a big barrel to catch the rainwater,transition,COS,POSITIVE_CAUSATION
279,catch,catch.v.26,The fashion did not catch,transition,COS,CHANGE_STATE
279,catch,catch.v.27,Who is catching?,transition,COS,CHANGE_STATE
279,catch,catch.v.28,he caught her staring out the window,transition,COS,CHANGE_STATE
279,catch,catch.v.29,I was caught in traffic and missed the meeting,transition,COS,CHANGE_STATE
280,categorize,categorize.v.01,Children learn early on to categorize,transition,COS,CHANGE_STATE
281,caulk,caulk.v.01,caulk the window,transition,COS,NONE
282,cause,cause.v.01,cause a commotion,transition,COS,POSITIVE_CAUSATION
282,cause,induce.v.02,The ads induced me to buy a VCR,transition,COS,CHANGE_STATE
283,cease,discontinue.v.01,Quit teasing your little brother,transition,COS,NONE
283,cease,end.v.01,the bronchioles terminate in a capillary bed,transition,COS,CHANGE_STATE
284,celebrate,observe.v.06,Keep the commandments,transition,COS,NONE
284,celebrate,celebrate.v.02,They were feting the patriarch of the family,process,process,PROCESS
284,celebrate,lionize.v.01,The film director was celebrated all over Hollywood,process,process,PROCESS
285,censure,reprimand.v.01,NONE,transition,COS,NONE
286,center,focus_on.v.01,Her entire attention centered on her children,transition,COS,CHANGE_STATE
286,center,concentrate.v.02,Please focus on your studies and not on your hobbies,transition,COS,NONE
286,center,center.v.03,That vase in the picture is not centered,transition,COS,CHANGE_STATE
287,centralize,centralize.v.01,The Russian government centralized the distribution of food,transition,COS,CHANGE_STATE
288,certify,attest.v.01,His high fever attested to his illness,transition,COS,CHANGE_STATE
288,certify,certify.v.02,NONE,transition,COS,NONE
288,certify,license.v.01,I am licensed to practice law in this state,state,state,STATE
288,certify,certify.v.04,certified grade AAA meat,transition,COS,NONE
288,certify,certify.v.05,NONE,transition,COS,NONE
289,chafe,chafe.v.01,NONE,transition,COS,NONE
289,chafe,chafe.v.02,He was chafing at her suggestion that he stay at home while she went on a vacation,transition,COS,NONE
289,chafe,annoy.v.01,Mosquitoes buzzing in my ear really bothers me,transition,COS,NONE
289,chafe,chafe.v.04,This leash chafes the dog's neck,transition,COS,CHANGE_STATE
289,chafe,rub.v.02,my sweater scratches,transition,COS,NONE
289,chafe,chafe.v.06,NONE,transition,COS,NONE
290,chain,chain.v.01,NONE,transition,COS,NONE
290,chain,chain.v.02,Chain the chairs together,transition,COS,NONE
291,change,change.v.01,The advent of the automobile may have altered the growth pattern of the city,transition,COS,CHANGE_STATE
291,change,change.v.02,She changed completely as she grew older,transition,COS,CHANGE_STATE
291,change,change.v.03,her mood changes in accordance with the weather,transition,COS,CHANGE_STATE
291,change,switch.v.03,switch to a different brand of beer,transition,COS,NONE
291,change,change.v.05,Change before you go to the opera,transition,COS,CHANGE_STATE
291,change,change.v.06,Could you convert my dollars into pounds?,transition,COS,CHANGE_STATE
291,change,exchange.v.01,Would you change places with me?,transition,COS,CHANGE_STATE
291,change,transfer.v.06,She changed in Chicago on her way to the East coast,transition,COS,TRANSFER
291,change,deepen.v.04,His voice began to change when he was 12 years old,transition,COS,BEGIN
291,change,change.v.10,Father had to learn how to change the baby,transition,COS,CHANGE_STATE
292,channel,impart.v.03,Sound carries well over water,transition,COS,CHANGE_STATE
292,channel,channel.v.02,channel information towards a broad audience,transition,COS,NONE
292,channel,transmit.v.04,transmit a message,transition,COS,NONE
293,chant,chant.v.01,The rabbi chanted a prayer,process,process,PROCESS
293,chant,tone.v.01,The students chanted the same slogan over and over again,process,process,PROCESS
294,characterize,qualify.v.06,You can characterize his behavior as that of an egotist,transition,COS,CHANGE_STATE
294,characterize,characterize.v.02,What characterizes a Venetian painting?,transition,COS,CHANGE_STATE
295,charge,charge.v.01,he saw Jess charging at him with a pitchfork,transition,COS,CHANGE_STATE
295,charge,charge.v.02,he charged the director with indifference,transition,COS,CHANGE_STATE
295,charge,charge.v.03,Will I get charged for this service?,transition,COP,GET
295,charge,tear.v.03,The car tore down the street,transition,COS,CHANGE_STATE
295,charge,appoint.v.02,He was appointed deputy manager,transition,COS,CHANGE_STATE
295,charge,charge.v.06,The suspect was charged with murdering his wife,transition,COS,CHANGE_STATE
295,charge,charge.v.07,The defense attorney charged that the jurors were biased,transition,COS,CHANGE_STATE
295,charge,charge.v.08,charge the wagon with hay,transition,COS,CHANGE_STATE
295,charge,charge.v.09,he charged me $15,transition,COS,CHANGE_STATE
295,charge,commit.v.03,"After the second episode, she had to be committed",transition,COS,CHANGE_STATE
295,charge,consign.v.02,consign your baggage,transition,COS,NONE
295,charge,charge.v.12,Will you pay cash or charge the purchase?,transition,COS,LOSE
295,charge,charge.v.13,NONE,transition,COS,CHANGE_STATE
295,charge,agitate.v.02,The speaker charged up the crowd with his inflammatory remarks,transition,COS,CHANGE_STATE
295,charge,charge.v.15,"charge all weapons, shields, and banners",transition,COS,CHANGE_STATE
295,charge,load.v.02,He loaded his gun carefully,transition,COS,CHANGE_STATE
295,charge,charge.v.17,point a gun,transition,COS,CHANGE_STATE
295,charge,charge.v.18,He charged her with cleaning up all the files over the weekend,transition,COS,CHANGE_STATE
295,charge,charge.v.19,NONE,transition,COS,CHANGE_STATE
295,charge,charge.v.20,The teacher charged the children to memorize the poem,transition,COS,CHANGE_STATE
295,charge,blame.v.03,We blamed the accident on her,transition,COS,CHANGE_STATE
295,charge,charge.v.22,How much do you charge for lunch?,transition,COS,CHANGE_STATE
295,charge,charge.v.23,charge a conductor,transition,COS,CHANGE_STATE
295,charge,charge.v.24,I need to charge my car battery,state,state,STATE
295,charge,charge.v.25,The room was charged with tension and anxiety,transition,COS,CHANGE_STATE
296,chart,chart.v.01,chart the territory,transition,COS,NONE
296,chart,chart.v.02,Bush is charting a course to destroy Saddam Hussein,transition,COS,NONE
296,chart,graph.v.01,chart the data,transition,COS,NONE
297,charter,rent.v.04,NONE,transition,COS,NONE
297,charter,charter.v.02,NONE,transition,COS,NONE
297,charter,lease.v.04,We took an apartment on a quiet street,transition,COS,CHANGE_STATE
298,chasten,chastise.v.01,She chastised him for his insensitive remarks,transition,COS,CHANGE_STATE
298,chasten,chasten.v.02,NONE,transition,COS,NONE
298,chasten,tame.v.01,NONE,transition,COS,NONE
299,chastise,chastise.v.01,She chastised him for his insensitive remarks,transition,COS,CHANGE_STATE
300,chat,chew_the_fat.v.01,the men were sitting in the cafe and shooting the breeze,transition,COS,NONE
